x,y,yaw,v
-13.954438,1.068534,-1.44363,2
-13.931609,0.889988,-1.44363,2
-13.904065,0.717266,-1.342962,2
-13.83029,0.505158,-1.129168,2
-13.713192,0.313532,-0.915375,2
-13.561914,0.15435,-0.706332,2
-13.349862,0.013844,-0.464033,2
-13.129761,-0.067095,-0.240737,2
-12.927184,-0.096333,-0.045948,2
-12.682241,-0.093554,0.021464,2
-12.462292,-0.088832,0.021464,2
-12.232345,-0.083896,0.021464,2
-12.032391,-0.079603,0.021464,2
-11.842434,-0.075526,0.021464,2
-11.627484,-0.070911,0.021464,2
-11.402536,-0.066082,0.021464,2
-11.182586,-0.06136,0.021464,2
-10.952639,-0.056424,0.021464,2
-10.742688,-0.051917,0.021464,2
-10.522739,-0.047195,0.021464,2
-10.29779,-0.042366,0.021464,2
-10.042849,-0.036893,0.021464,2
-9.832897,-0.032386,0.021464,2
-9.627945,-0.027987,0.021464,2
-9.422992,-0.023587,0.021464,2
-9.188046,-0.018543,0.021464,2
-8.943102,-0.013285,0.021464,2
-8.728152,-0.008671,0.021464,2
-8.498205,-0.003734,0.021464,2
-8.288253,0.000773,0.021464,2
-8.063305,0.005602,0.021464,2
-7.858352,0.010002,0.021464,2
-7.663397,0.014187,0.021464,2
-7.448447,0.018801,0.021464,2
-7.208502,0.023952,0.021464,2
-6.97855,0.028592,0.001562,2
-6.728637,0.022175,-0.027842,2
-6.498726,0.015773,-0.027842,2
-6.293806,0.010066,-0.027842,2
-6.073891,0.003941,-0.027842,2
-5.873968,-0.001626,-0.027842,2
-5.63906,-0.008168,-0.027842,2
-5.404151,-0.01471,-0.027842,2
-5.17424,-0.021113,-0.027842,2
-4.949327,-0.027377,-0.027842,2
-4.70942,-0.034058,-0.027842,2
-4.519494,-0.039347,-0.027842,2
-4.314573,-0.045054,-0.027842,2
-4.099656,-0.051039,-0.027842,2
-3.849753,-0.057999,-0.027842,2
-3.614844,-0.064541,-0.027842,2
-3.409924,-0.070248,-0.027842,2
-3.195007,-0.076233,-0.027842,2
-2.985088,-0.082079,-0.027842,2
-2.77517,-0.087925,-0.027842,2
-2.545259,-0.094328,-0.027842,2
-2.350335,-0.099756,-0.027842,2
-2.095433,-0.106855,-0.027842,2
-1.895511,-0.112423,-0.027842,2
-1.680594,-0.118408,-0.027842,2
-1.470676,-0.124254,-0.027842,2
-1.260757,-0.1301,-0.027842,2
-1.025848,-0.136642,-0.027842,2
-0.810931,-0.142627,-0.027842,2
-0.611009,-0.148195,-0.027842,2
-0.411086,-0.153762,-0.027842,2
-0.226158,-0.158912,-0.027842,2
-0.011241,-0.164898,-0.027842,2
