x,y,yaw,v
9.690007,4.077669,1.550611,0.5
9.691319,4.142655,1.550611,0.5
9.693237,4.237636,1.550611,0.5
9.69465,4.307622,1.550611,0.5
9.696365,4.392604,1.550611,0.5
9.69798,4.472588,1.550611,0.5
9.699494,4.547573,1.550611,0.5
9.70131,4.637554,1.550611,0.5
9.702723,4.70754,1.550611,0.5
9.704237,4.782525,1.550611,0.5
9.706154,4.877506,1.550611,0.5
9.707769,4.957489,1.550611,0.5
9.709787,5.057469,1.550611,0.5
9.711301,5.132454,1.550611,0.5
9.712714,5.202439,1.550611,0.5
9.714934,5.312417,1.550611,0.5
9.71665,5.3974,1.550611,0.5
9.718466,5.487381,1.550611,0.5
9.719677,5.547369,1.550611,0.5
9.721292,5.627353,1.550611,0.5
9.723007,5.712335,1.550611,0.5
9.724319,5.777322,1.550611,0.5
9.726237,5.872303,1.550611,0.5
9.728356,5.977281,1.550611,0.5
9.730374,6.077261,1.550611,0.5
9.731888,6.152246,1.550611,0.5
9.7332,6.217233,1.550611,0.5
9.734916,6.302215,1.550611,0.5
9.736127,6.362203,1.550611,0.5
9.737439,6.42719,1.550611,0.5
9.738852,6.497176,1.550611,0.5
9.740264,6.567161,1.550611,0.5
9.741576,6.632148,1.550611,0.5
9.742888,6.697135,1.550611,0.5
9.7442,6.762122,1.550611,0.5
9.745512,6.827108,1.550611,0.5
9.746824,6.892095,1.550611,0.5
9.748136,6.957082,1.550611,0.5
9.749751,7.037066,1.550611,0.5
9.751264,7.11205,1.550611,0.5
9.752677,7.182036,1.550611,0.5
9.754595,7.277017,1.550611,0.5
9.756209,7.357,1.550611,0.5
9.757824,7.436984,1.550611,0.5
9.759237,7.50697,1.550611,0.5
9.760448,7.566958,1.550611,0.5
9.761734,7.631945,1.554498,0.5
9.760547,7.711919,1.622774,0.5
9.753985,7.786615,1.694038,0.5
9.743077,7.855747,1.760552,0.5
9.728854,7.919161,1.822315,0.5
9.7044,8.000544,1.903081,0.5
9.681314,8.061295,1.964844,0.5
9.65231,8.124989,2.031357,0.5
9.619136,8.186615,2.097871,0.5
9.581941,8.245899,2.164384,0.5
9.540887,8.302581,2.230898,0.5
9.492826,8.360137,2.302162,0.5
9.437184,8.417591,2.378178,0.5
9.37734,8.470653,2.454193,0.5
9.305424,8.524719,2.539711,0.5
9.237825,8.567466,2.615726,0.5
9.171672,8.602771,2.686991,0.5
9.093882,8.636972,2.767757,0.5
9.008795,8.666218,2.853274,0.5
8.921522,8.688091,2.938792,0.5
8.837756,8.702464,2.9872,0.5
8.753767,8.715536,2.9872,0.5
8.6846,8.7263,2.9872,0.5
8.610492,8.737834,2.9872,0.5
8.531443,8.750136,2.9872,0.5
8.442335,8.762706,3.030422,0.5
8.357809,8.771672,3.036505,0.5
8.278251,8.780064,3.036505,0.5
8.208637,8.787406,3.036505,0.5
8.124106,8.796322,3.036505,0.5
8.049401,8.802873,3.084913,0.5
7.959433,8.804615,-3.140363,0.5
7.849433,8.80448,-3.140363,0.5
7.769433,8.804381,-3.140363,0.5
7.679434,8.804271,-3.140363,0.5
7.574434,8.804142,-3.140363,0.5
7.464434,8.804006,-3.140363,0.5
7.369434,8.803889,-3.140363,0.5
7.279434,8.803779,-3.140363,0.5
7.189434,8.803668,-3.140363,0.5
7.099434,8.803557,-3.140363,0.5
7.029434,8.803471,-3.140363,0.5
6.929434,8.803348,-3.140363,0.5
6.849434,8.80325,-3.140363,0.5
6.774434,8.803158,-3.140363,0.5
6.699434,8.803065,-3.140363,0.5
6.614434,8.802961,-3.140363,0.5
6.539434,8.802869,-3.140363,0.5
6.454434,8.802764,-3.140363,0.5
6.379435,8.802672,-3.140363,0.5
6.304435,8.802579,-3.140363,0.5
6.229435,8.802487,-3.140363,0.5
6.154435,8.802395,-3.140363,0.5
6.069435,8.80229,-3.140363,0.5
5.994435,8.802198,-3.140363,0.5
5.904435,8.802087,-3.140363,0.5
5.794435,8.801952,-3.140363,0.5
5.714435,8.801854,-3.140363,0.5
5.619435,8.801737,-3.140363,0.5
5.544435,8.801645,-3.140363,0.5
5.459435,8.80154,-3.140363,0.5
5.359435,8.801417,-3.140363,0.5
5.269435,8.801306,-3.140363,0.5
5.174435,8.80119,-3.140363,0.5
5.069436,8.80106,-3.140363,0.5
4.994436,8.800968,-3.140363,0.5
4.914436,8.80087,-3.140363,0.5
4.824436,8.800759,-3.140363,0.5
4.754436,8.800673,-3.140363,0.5
4.684436,8.800587,-3.140363,0.5
4.614436,8.800501,-3.140363,0.5
4.544436,8.800415,-3.140363,0.5
4.459436,8.80031,-3.140363,0.5
4.369436,8.800199,-3.140363,0.5
4.279436,8.800089,-3.140363,0.5
4.194436,8.799984,-3.140363,0.5
4.119436,8.799892,-3.140363,0.5
4.044436,8.7998,-3.140363,0.5
3.959436,8.799695,-3.140363,0.5
3.884436,8.799603,-3.140363,0.5
3.809436,8.799511,-3.140363,0.5
3.739437,8.799424,-3.140363,0.5
3.639437,8.799301,-3.140363,0.5
3.554437,8.799197,-3.140363,0.5
3.469437,8.799092,-3.140363,0.5
3.389437,8.798994,-3.140363,0.5
3.294437,8.798877,-3.140363,0.5
3.209437,8.798773,-3.140363,0.5
3.134437,8.79868,-3.140363,0.5
3.049437,8.798576,-3.140363,0.5
2.944437,8.798447,-3.140363,0.5
2.864437,8.798348,-3.140363,0.5
2.749437,8.798207,-3.140363,0.5
2.654437,8.79809,-3.140363,0.5
2.559437,8.797973,-3.140363,0.5
2.474438,8.797868,-3.140363,0.5
2.389438,8.797764,-3.140363,0.5
2.314438,8.797672,-3.140363,0.5
2.224438,8.797561,-3.140363,0.5
2.139438,8.797456,-3.140363,0.5
2.054438,8.797352,-3.140363,0.5
1.979438,8.79726,-3.140363,0.5
1.904438,8.797167,-3.140363,0.5
1.824438,8.797069,-3.140363,0.5
1.739438,8.796964,-3.140363,0.5
1.644438,8.796848,-3.140363,0.5
1.569438,8.796755,-3.140363,0.5
1.494438,8.796663,-3.140363,0.5
1.419438,8.796571,-3.140363,0.5
1.344438,8.796479,-3.140363,0.5
1.254438,8.796368,-3.140363,0.5
1.179438,8.796276,-3.140363,0.5
1.069439,8.79614,-3.140363,0.5
0.989439,8.796042,-3.140363,0.5
0.919439,8.795956,-3.140363,0.5
0.834439,8.795851,-3.140363,0.5
0.749439,8.795747,-3.140363,0.5
0.664439,8.795642,-3.140363,0.5
0.569439,8.795525,-3.140363,0.5
0.494439,8.795433,-3.140363,0.5
0.404439,8.795322,-3.140363,0.5
0.309439,8.795205,-3.140363,0.5
0.209439,8.795082,-3.140363,0.5
0.099439,8.794947,-3.140363,0.5
0.014439,8.794843,-3.140363,0.5
-0.060561,8.79475,-3.140363,0.5
-0.140561,8.794652,-3.140363,0.5
-0.21556,8.79456,-3.140363,0.5
-0.31056,8.794443,-3.140363,0.5
-0.39056,8.794344,-3.140363,0.5
-0.47056,8.794246,-3.140363,0.5
-0.56056,8.794135,-3.140363,0.5
-0.67556,8.793994,-3.140363,0.5
-0.78056,8.793865,-3.140363,0.5
-0.87056,8.793754,-3.140363,0.5
-0.93556,8.793674,-3.140363,0.5
-1.03556,8.793551,-3.140363,0.5
-1.12556,8.79344,-3.140363,0.5
-1.22056,8.793324,-3.140363,0.5
-1.30056,8.793225,-3.140363,0.5
-1.37056,8.793139,-3.140363,0.5
-1.44056,8.793053,-3.140363,0.5
-1.520559,8.792955,-3.140363,0.5
-1.595559,8.792862,-3.140363,0.5
-1.680559,8.792758,-3.140363,0.5
-1.760559,8.792659,-3.140363,0.5
-1.860559,8.792536,-3.140363,0.5
-1.945559,8.792432,-3.140363,0.5
-2.045559,8.792309,-3.140363,0.5
-2.145559,8.792186,-3.140363,0.5
-2.215559,8.7921,-3.140363,0.5
-2.290559,8.792007,-3.140363,0.5
-2.370559,8.791909,-3.140363,0.5
-2.450559,8.791811,-3.140363,0.5
-2.525559,8.791718,-3.140363,0.5
-2.620559,8.791601,-3.140363,0.5
-2.690559,8.791515,-3.140363,0.5
-2.760559,8.791429,-3.140363,0.5
-2.840558,8.791331,-3.140363,0.5
-2.925558,8.791226,-3.140363,0.5
-2.995558,8.79114,-3.140363,0.5
-3.080558,8.791036,-3.140363,0.5
-3.160558,8.790937,-3.140363,0.5
-3.230558,8.790851,-3.140363,0.5
-3.330558,8.790728,-3.140363,0.5
-3.400558,8.790642,-3.140363,0.5
-3.475558,8.79055,-3.140363,0.5
-3.555558,8.790451,-3.140363,0.5
-3.625558,8.790365,-3.140363,0.5
-3.700558,8.790273,-3.140363,0.5
-3.785558,8.790168,-3.140363,0.5
-3.860558,8.790076,-3.140363,0.5
-3.935558,8.789984,-3.140363,0.5
-4.015558,8.789886,-3.140363,0.5
-4.080558,8.789806,-3.140363,0.5
-4.155557,8.789713,-3.140363,0.5
-4.225557,8.789627,-3.140363,0.5
-4.290557,8.789547,-3.140363,0.5
-4.370557,8.789449,-3.140363,0.5
-4.435557,8.789369,-3.140363,0.5
-4.515557,8.789271,-3.140363,0.5
-4.605557,8.78916,-3.140363,0.5
-4.680557,8.789068,-3.140363,0.5
-4.780557,8.788945,-3.140363,0.5
-4.865557,8.78884,-3.140363,0.5
-4.955557,8.788729,-3.140363,0.5
-5.025557,8.788643,-3.140363,0.5
-5.090557,8.788563,-3.140363,0.5
-5.160557,8.788477,-3.140363,0.5
-5.265557,8.788348,-3.140363,0.5
-5.335557,8.788262,-3.140363,0.5
-5.400557,8.788182,-3.140363,0.5
-5.460556,8.788108,-3.140363,0.5
-5.545556,8.788004,-3.140363,0.5
-5.620556,8.787911,-3.140363,0.5
-5.710556,8.787801,-3.140363,0.5
-5.790556,8.787702,-3.140363,0.5
-5.860556,8.787616,-3.140363,0.5
-5.950556,8.787505,-3.140363,0.5
-6.015556,8.787426,-3.140363,0.5
-6.080556,8.787346,-3.140363,0.5
-6.160556,8.787247,-3.140363,0.5
-6.230556,8.787161,-3.140363,0.5
-6.305556,8.787069,-3.140363,0.5
-6.390556,8.786964,-3.140363,0.5
-6.455556,8.786884,-3.140363,0.5
-6.525556,8.786798,-3.140363,0.5
-6.600556,8.786706,-3.140363,0.5
-6.670556,8.78662,-3.140363,0.5
-6.760556,8.786509,-3.140363,0.5
-6.865555,8.78638,-3.140363,0.5
-6.950555,8.786275,-3.140363,0.5
-7.045555,8.786159,-3.140363,0.5
-7.140555,8.786042,-3.140363,0.5
-7.220555,8.785943,-3.140363,0.5
-7.300555,8.785845,-3.140363,0.5
-7.375555,8.785753,-3.140363,0.5
-7.440555,8.785673,-3.140363,0.5
-7.525555,8.785568,-3.140363,0.5
-7.590555,8.785488,-3.140363,0.5
-7.665555,8.785396,-3.140363,0.5
-7.735555,8.78531,-3.140363,0.5
-7.800555,8.78523,-3.140363,0.5
-7.865555,8.78515,-3.140363,0.5
-7.935555,8.785064,-3.140363,0.5
-8.040555,8.784935,-3.140363,0.5
-8.125554,8.78483,-3.140363,0.5
-8.205554,8.784732,-3.140363,0.5
-8.285554,8.784633,-3.140363,0.5
-8.350554,8.784553,-3.140363,0.5
-8.415554,8.784473,-3.140363,0.5
-8.485554,8.784387,-3.140363,0.5
-8.550554,8.784307,-3.140363,0.5
-8.620554,8.784221,-3.140363,0.5
-8.685554,8.784141,-3.140363,0.5
-8.750554,8.784061,-3.140363,0.5
-8.820554,8.783975,-3.140363,0.5
-8.890554,8.783889,-3.140363,0.5
-8.955554,8.783809,-3.140363,0.5
-9.025554,8.783723,-3.140363,0.5
-9.115554,8.783612,-3.140363,0.5
-9.200554,8.783508,-3.140363,0.5
-9.295554,8.783391,-3.140363,0.5
-9.390554,8.783274,-3.140363,0.5
-9.485553,8.783157,-3.140363,0.5
-9.550553,8.783077,-3.140363,0.5
-9.615553,8.782997,-3.140363,0.5
-9.685553,8.782911,-3.140363,0.5
-9.760553,8.782819,-3.140363,0.5
-9.860553,8.782696,-3.140363,0.5
-9.925553,8.782616,-3.140363,0.5
-9.995553,8.78253,-3.140363,0.5
-10.065553,8.782444,-3.140363,0.5
-10.135553,8.782358,-3.140363,0.5
-10.230553,8.782241,-3.140363,0.5
-10.320553,8.78213,-3.140363,0.5
-10.405553,8.782026,-3.140363,0.5
-10.500553,8.781909,-3.140363,0.5
-10.565553,8.781829,-3.140363,0.5
-10.640553,8.781737,-3.140363,0.5
-10.715553,8.781644,-3.140363,0.5
-10.835552,8.781497,-3.140363,0.5
-10.905552,8.781411,-3.140363,0.5
-10.995552,8.7813,-3.140363,0.5
-11.065552,8.781214,-3.140363,0.5
-11.150552,8.781109,-3.140363,0.5
-11.230552,8.781011,-3.140363,0.5
-11.295552,8.780931,-3.140363,0.5
-11.365552,8.780845,-3.140363,0.5
-11.440552,8.780753,-3.140363,0.5
-11.510552,8.780667,-3.140363,0.5
-11.595552,8.780562,-3.140363,0.5
-11.665552,8.780476,-3.140363,0.5
-11.730552,8.780396,-3.140363,0.5
-11.805552,8.780304,-3.140363,0.5
-11.870552,8.780224,-3.140363,0.5
-11.955552,8.780119,-3.140363,0.5
-12.030552,8.780027,-3.140363,0.5
-12.100551,8.779941,-3.140363,0.5
-12.175551,8.779849,-3.140363,0.5
-12.275551,8.779726,-3.140363,0.5
-12.355551,8.779627,-3.140363,0.5
-12.450551,8.77951,-3.140363,0.5
-12.510551,8.779436,-3.140363,0.5
-12.575551,8.779357,-3.140363,0.5
-12.650535,8.778173,-3.096706,0.5
-12.725276,8.772142,-3.025441,0.5
-12.794483,8.761724,-2.958928,0.5
-12.872525,8.744218,-2.882912,0.5
-12.93955,8.724075,-2.816399,0.5
-13.005089,8.699522,-2.749885,0.5
-13.068851,8.670667,-2.683372,0.5
-13.130554,8.637638,-2.616858,0.5
-13.20232,8.592132,-2.536092,0.5
-13.266304,8.544143,-2.460076,0.5
-13.322818,8.49486,-2.388812,0.5
-13.37568,8.441679,-2.317547,0.5
-13.421485,8.388763,-2.251034,0.5
-13.466541,8.328825,-2.179769,0.5
-13.512297,8.257219,-2.099003,0.5
-13.54554,8.19563,-2.032489,0.5
-13.57653,8.12735,-1.961225,0.5
-13.605672,8.047526,-1.880458,0.5
-13.629402,7.960739,-1.794941,0.5
-13.646968,7.862332,-1.700449,0.5
-13.658547,7.763006,-1.684771,0.5
-13.669351,7.668622,-1.684771,0.5
-13.681293,7.564303,-1.684771,0.5
-13.690391,7.484822,-1.684771,0.5
-13.698352,7.415277,-1.684771,0.5
-13.709156,7.320893,-1.684771,0.5
-13.718254,7.241412,-1.684771,0.5
-13.725647,7.176834,-1.684771,0.5
-13.734745,7.097353,-1.684771,0.5
-13.743274,7.022839,-1.684771,0.5
-13.750667,6.958261,-1.684771,0.5
-13.758059,6.893683,-1.684771,0.5
-13.767726,6.809234,-1.684771,0.5
-13.777393,6.724786,-1.684771,0.5
-13.785354,6.65524,-1.684771,0.5
-13.793314,6.585694,-1.684771,0.5
-13.801844,6.511181,-1.684771,0.5
-13.809805,6.441635,-1.684771,0.5
-13.821178,6.342284,-1.684771,0.5
-13.829707,6.26777,-1.684771,0.5
-13.838237,6.193257,-1.684771,0.5
-13.847335,6.113776,-1.684771,0.5
-13.857002,6.029327,-1.684771,0.5
-13.864963,5.959782,-1.684771,0.5
-13.872924,5.890236,-1.684771,0.5
-13.880885,5.82069,-1.684771,0.5
-13.890552,5.736241,-1.684771,0.5
-13.898513,5.666696,-1.684771,0.5
-13.907611,5.587215,-1.684771,0.5
-13.916279,5.497646,-1.632139,0.5
-13.920367,5.412745,-1.616461,0.5
-13.924932,5.312849,-1.616461,0.5
-13.929497,5.212954,-1.616461,0.5
-13.932464,5.148021,-1.616461,0.5
-13.935432,5.083089,-1.616461,0.5
-13.939996,4.983193,-1.616461,0.5
-13.945246,4.868313,-1.616461,0.5
-13.949126,4.783402,-1.616461,0.5
-13.953006,4.698491,-1.616461,0.5
-13.956658,4.618574,-1.616461,0.5
-13.960995,4.523673,-1.616461,0.5
-13.966016,4.413788,-1.616461,0.5
-13.969212,4.343861,-1.616461,0.5
-13.973092,4.258949,-1.616461,0.5
-13.976515,4.184027,-1.616461,0.5
-13.979483,4.119095,-1.616461,0.5
-13.983819,4.024194,-1.616461,0.5
-13.986786,3.959262,-1.616461,0.5
-13.990895,3.869356,-1.616461,0.5
-13.995231,3.774455,-1.616461,0.5
-13.998427,3.704528,-1.616461,0.5
-14.00322,3.599637,-1.616461,0.5
-14.007785,3.499741,-1.616461,0.5
-14.012121,3.40484,-1.616461,0.5
-14.01623,3.314934,-1.616461,0.5
-14.019654,3.240012,-1.616461,0.5
-14.023534,3.155101,-1.616461,0.5
-14.02787,3.0602,-1.616461,0.5
-14.031294,2.985278,-1.616461,0.5
-14.034489,2.915351,-1.616461,0.5
-14.03837,2.83044,-1.616461,0.5
-14.041565,2.760513,-1.616461,0.5
-14.04476,2.690586,-1.616461,0.5
-14.048641,2.605674,-1.616461,0.5
-14.051608,2.540742,-1.616461,0.5
-14.05526,2.460826,-1.616461,0.5
-14.058911,2.380909,-1.616461,0.5
-14.062335,2.305987,-1.616461,0.5
-14.065302,2.241055,-1.616461,0.5
-14.068498,2.171128,-1.616461,0.5
-14.071414,2.106193,-1.610378,0.5
-14.072182,2.03621,-1.549049,0.5
-14.066382,1.946424,-1.463532,0.5
-14.057165,1.871994,-1.44363,0.5
-14.048921,1.807519,-1.44363,0.5
-14.040044,1.738084,-1.44363,0.5
-14.0318,1.673609,-1.44363,0.5
-14.023556,1.609134,-1.44363,0.5
-14.015313,1.544658,-1.44363,0.5
-14.005801,1.470264,-1.44363,0.5
-13.996923,1.400829,-1.44363,0.5
-13.987412,1.326435,-1.44363,0.5
-13.9779,1.252041,-1.44363,0.5
-13.969022,1.182606,-1.44363,0.5
-13.960145,1.113171,-1.44363,0.5
-13.951901,1.048696,-1.44363,0.5
-13.943023,0.979261,-1.44363,0.5
-13.934146,0.909826,-1.44363,0.5
-13.925902,0.845351,-1.44363,0.5
-13.916782,0.780999,-1.404724,0.5
-13.904065,0.717266,-1.342962,0.5
-13.885999,0.64965,-1.276448,0.5
-13.858083,0.56939,-1.195682,0.5
-13.817082,0.478223,-1.100662,0.5
-13.772933,0.399827,-1.015145,0.5
-13.731135,0.337573,-0.94388,0.5
-13.681787,0.274631,-0.867865,0.5
-13.631305,0.219185,-0.7966,0.5
-13.561914,0.15435,-0.706332,0.5
-13.474656,0.087454,-0.601811,0.5
-13.407054,0.044712,-0.525795,0.5
-13.313761,-0.003374,-0.426025,0.5
-13.225599,-0.038678,-0.335757,0.5
-13.153967,-0.060846,-0.264492,0.5
-13.085842,-0.076886,-0.197979,0.5
-13.006883,-0.089626,-0.121963,0.5
-12.927184,-0.096333,-0.045948,0.5
-12.852202,-0.097177,0.017577,0.5
-12.742227,-0.094842,0.021464,0.5
-12.657247,-0.093017,0.021464,0.5
-12.577265,-0.0913,0.021464,0.5
-12.497284,-0.089583,0.021464,0.5
-12.402305,-0.087544,0.021464,0.5
-12.317325,-0.08572,0.021464,0.5
-12.232345,-0.083896,0.021464,0.5
-12.152363,-0.082179,0.021464,0.5
-12.082379,-0.080677,0.021464,0.5
-12.007396,-0.079067,0.021464,0.5
-11.932414,-0.077457,0.021464,0.5
-11.86243,-0.075955,0.021464,0.5
-11.792446,-0.074452,0.021464,0.5
-11.717463,-0.072843,0.021464,0.5
-11.627484,-0.070911,0.021464,0.5
-11.527507,-0.068765,0.021464,0.5
-11.452524,-0.067155,0.021464,0.5
-11.377542,-0.065546,0.021464,0.5
-11.287562,-0.063614,0.021464,0.5
-11.21258,-0.062004,0.021464,0.5
-11.1226,-0.060073,0.021464,0.5
-11.03762,-0.058248,0.021464,0.5
-10.952639,-0.056424,0.021464,0.5
-10.887654,-0.055029,0.021464,0.5
-10.797675,-0.053097,0.021464,0.5
-10.717694,-0.051381,0.021464,0.5
-10.642711,-0.049771,0.021464,0.5
-10.547733,-0.047732,0.021464,0.5
-10.47275,-0.046122,0.021464,0.5
-10.38777,-0.044298,0.021464,0.5
-10.29779,-0.042366,0.021464,0.5
-10.202812,-0.040327,0.021464,0.5
-10.107834,-0.038289,0.021464,0.5
-10.017855,-0.036357,0.021464,0.5
-9.947871,-0.034855,0.021464,0.5
-9.857892,-0.032923,0.021464,0.5
-9.782909,-0.031313,0.021464,0.5
-9.712925,-0.029811,0.021464,0.5
-9.627945,-0.027987,0.021464,0.5
-9.557961,-0.026484,0.021464,0.5
-9.487977,-0.024982,0.021464,0.5
-9.392999,-0.022943,0.021464,0.5
-9.30302,-0.021011,0.021464,0.5
-9.208041,-0.018972,0.021464,0.5
-9.113063,-0.016934,0.021464,0.5
-9.028083,-0.015109,0.021464,0.5
-8.943102,-0.013285,0.021464,0.5
-8.858122,-0.011461,0.021464,0.5
-8.77814,-0.009744,0.021464,0.5
-8.703158,-0.008134,0.021464,0.5
-8.618177,-0.00631,0.021464,0.5
-8.528198,-0.004378,0.021464,0.5
-8.438219,-0.002447,0.021464,0.5
-8.363236,-0.000837,0.021464,0.5
-8.288253,0.000773,0.021464,0.5
-8.208272,0.00249,0.021464,0.5
-8.123291,0.004314,0.021464,0.5
-8.04331,0.006031,0.021464,0.5
